b.t1-2-1;1;50
b.t1-2-1;2;51
b.t1-2-1;3;51
b.t1-2-1;4;51
b.t1-2-1;5;51
b.t1-2-1;6;51
b.t1-2-1;7;51
b.t1-2-1;8;51
b.t1-2-1;9;51
b.t1-2-1;10;51
b.t1-2-1;11;51
b.t1-2-1;12;51
b.t1-2-1;13;51
b.t1-2-1;14;51
b.t1-2-1;15;51
b.t1-2-1;16;51
b.t1-2-1;17;51
b.t1-2-1;18;51
b.t1-2-1;19;51
b.t1-2-1;20;51
b.t1-2-1;21;51
b.t1-2-1;22;51
b.t1-2-1;23;
b.t1-2-1;24;52
b.t1-2-1;25;52
b.t1-2-1;26;52
b.t1-2-1;27;52
b.t1-2-1;28;52
b.t1-2-1;29;52
b.t1-2-1;30;52
b.t1-2-1;31;52
b.t1-2-1;32;52
b.t1-2-1;33;52
b.t1-2-1;34;52
b.t1-2-1;35;52
b.t1-2-1;36;53
b.t1-2-1;37;53
b.t1-2-1;38;53
b.t1-2-1;39;53
b.t1-2-1;40;53
b.t1-2-1;41;53
b.t1-2-1;42;54
b.t1-2-1;43;54
b.t1-2-1;44;54
b.t1-3-1;1;100
b.t1-3-1;2;101
b.t1-3-1;3;101
b.t1-3-1;4;101
b.t1-3-1;5;101
b.t1-3-1;6;101
b.t1-3-1;7;101
b.t1-3-1;8;101
b.t1-3-1;9;101
b.t1-3-1;10;101
b.t1-3-1;11;101
b.t1-3-1;12;101
b.t1-3-1;13;101
b.t1-3-1;14;101
b.t1-3-1;15;101
b.t1-3-1;16;101
b.t1-3-1;17;101
b.t1-3-1;18;101
b.t1-3-1;19;101
b.t1-3-1;20;101
b.t1-3-1;21;101
b.t1-3-1;22;101
b.t1-3-1;23;
b.t1-3-1;24;102
b.t1-3-1;25;102
b.t1-3-1;26;102
b.t1-3-1;27;102
b.t1-3-1;28;102
b.t1-3-1;29;102
b.t1-3-1;30;102
b.t1-3-1;31;102
b.t1-3-1;32;102
b.t1-3-1;33;102
b.t1-3-1;34;102
b.t1-3-1;35;102
b.t1-3-1;36;103
b.t1-3-1;37;103
b.t1-3-1;38;103
b.t1-3-1;39;103
b.t1-3-1;40;103
b.t1-3-1;41;103
b.t1-3-1;42;104
b.t1-3-1;43;104
b.t1-3-1;44;104