b.t1-1-1;1;10
b.t1-1-1;2;10
b.t1-1-1;3;11
b.t1-1-1;4;11
b.t1-1-1;5;11
b.t1-1-1;6;11
b.t1-1-1;7;11
b.t1-1-1;8;11
b.t1-1-1;9;11
b.t1-1-1;10;11
b.t1-1-1;11;11
b.t1-1-1;12;12
b.t1-1-1;13;12
b.t1-1-1;14;12
b.t1-1-1;15;12
b.t1-1-1;16;12
b.t1-1-1;17;12
b.t1-1-1;18;12
b.t1-1-1;19;12
b.t1-1-1;20;12
b.t1-1-1;21;12
b.t1-1-1;22;
b.t1-1-1;23;13
b.t1-1-1;24;13
b.t1-1-1;25;13
b.t1-1-1;26;13
b.t1-1-1;27;13
b.t1-1-1;28;13
b.t1-1-1;29;13
b.t1-1-1;30;13
b.t1-1-1;31;13
b.t1-1-1;32;13
b.t1-1-1;33;13
b.t1-1-1;34;13
b.t1-1-1;35;13
b.t1-1-1;36;14
b.t1-1-1;37;14
b.t1-1-1;38;14
b.t1-1-1;39;14
b.t1-1-1;40;15
b.t1-1-1;41;15
b.t1-1-1;42;15
b.t1-1-1;43;15
b.t1-1-1;44;15
b.t2-1-1;1;17
b.t2-1-1;2;18
b.t2-1-1;3;18
b.t2-1-1;4;18
b.t2-1-1;5;18
b.t2-1-1;6;18
b.t2-1-1;7;18
b.t2-1-1;8;18
b.t2-1-1;9;18
b.t2-1-1;10;18
b.t2-1-1;11;18
b.t2-1-1;12;18
b.t2-1-1;13;18
b.t2-1-1;14;18
b.t2-1-1;15;18
b.t2-1-1;16;18
b.t2-1-1;17;18
b.t2-1-1;18;19
b.t2-1-1;19;19
b.t2-1-1;20;19
b.t2-1-1;21;19
b.t2-1-1;22;19
b.t2-1-1;23;19
b.t2-1-1;24;19
b.t2-1-1;25;20
b.t3-1-1;1;22
b.t3-1-1;2;23
b.t3-1-1;3;23
b.t3-1-1;4;23
b.t3-1-1;5;23
b.t3-1-1;6;23
b.t3-1-1;7;23
b.t3-1-1;8;23
b.t3-1-1;9;23
b.t3-1-1;10;23
b.t3-1-1;11;23
b.t3-1-1;12;23
b.t3-1-1;13;23
b.t3-1-1;14;23
b.t3-1-1;15;23
b.t3-1-1;16;24
b.t3-1-1;17;24
b.t3-1-1;18;24
b.t3-1-1;19;25
b.t3-1-1;20;25
b.t3-1-1;21;25
b.t3-1-1;22;25
b.t3-1-1;23;25
b.t3-1-1;24;25
b.t3-1-1;25;25
b.t4-1-1;1;27
b.t4-1-1;2;28
b.t4-1-1;3;28
b.t4-1-1;4;28
b.t4-1-1;5;28
b.t4-1-1;6;28
b.t4-1-1;7;28
b.t4-1-1;8;28
b.t4-1-1;9;29
b.t4-1-1;10;29
b.t4-1-1;11;29
b.t4-1-1;12;29
b.t4-1-1;13;29
b.t4-1-1;14;29
b.t4-1-1;15;29
b.t4-1-1;16;29
b.t4-1-1;17;29
b.t4-1-1;18;29
b.t4-1-1;19;30
b.t4-1-1;20;30
b.t4-1-1;21;30
b.t4-1-1;22;30
b.t4-1-1;23;30
b.t4-1-1;24;30
b.t4-1-1;25;30
b.t5-1-1;1;32
b.t5-1-1;2;33
b.t5-1-1;3;33
b.t5-1-1;4;33
b.t5-1-1;5;33
b.t5-1-1;6;33
b.t5-1-1;7;33
b.t5-1-1;8;33
b.t5-1-1;9;34
b.t5-1-1;10;34
b.t5-1-1;11;34
b.t5-1-1;12;34
b.t5-1-1;13;34
b.t5-1-1;14;34
b.t5-1-1;15;34
b.t5-1-1;16;34
b.t5-1-1;17;34
b.t5-1-1;18;35
b.t5-1-1;19;35
b.t5-1-1;20;35
b.t5-1-1;21;35
b.t5-1-1;22;35
b.t5-1-1;23;35
b.t5-1-1;24;35
b.t5-1-1;25;35
b.t1-2-1;1;100
b.t1-2-1;2;101
b.t1-2-1;3;101
b.t1-2-1;4;101
b.t1-2-1;5;101
b.t1-2-1;6;101
b.t1-2-1;7;101
b.t1-2-1;8;101
b.t1-2-1;9;101
b.t1-2-1;10;101
b.t1-2-1;11;101
b.t1-2-1;12;101
b.t1-2-1;13;101
b.t1-2-1;14;101
b.t1-2-1;15;101
b.t1-2-1;16;101
b.t1-2-1;17;101
b.t1-2-1;18;101
b.t1-2-1;19;101
b.t1-2-1;20;101
b.t1-2-1;21;101
b.t1-2-1;22;101
b.t1-2-1;23;
b.t1-2-1;24;102
b.t1-2-1;25;102
b.t1-2-1;26;102
b.t1-2-1;27;102
b.t1-2-1;28;102
b.t1-2-1;29;102
b.t1-2-1;30;102
b.t1-2-1;31;102
b.t1-2-1;32;102
b.t1-2-1;33;102
b.t1-2-1;34;102
b.t1-2-1;35;102
b.t1-2-1;36;103
b.t1-2-1;37;103
b.t1-2-1;38;103
b.t1-2-1;39;103
b.t1-2-1;40;103
b.t1-2-1;41;103
b.t1-2-1;42;104
b.t1-2-1;43;104
b.t1-2-1;44;104
b.b1-2-1;1;105
b.b1-2-1;2;106
b.b1-2-1;3;106
b.b1-2-1;4;106
b.b1-2-1;5;106
b.b1-2-1;6;106
b.b1-2-1;7;107
b.b1-2-1;8;107
b.b1-2-1;9;107
b.b1-2-1;10;107
b.b1-2-1;11;108
b.b1-2-1;12;108
b.b2-2-1;1;110
b.b2-2-1;2;111
b.b2-2-1;3;111
b.b2-2-1;4;111
b.b2-2-1;5;111
b.b2-2-1;6;112
b.b2-2-1;7;112
b.b2-2-1;8;112
b.b2-2-1;9;112
b.b2-2-1;10;112
b.b2-2-1;11;112
b.b2-2-1;12;112
b.b2-2-1;13;112
b.b2-2-1;14;112
b.b2-2-1;15;113
b.b2-2-1;16;113
b.b2-2-1;17;113
b.b2-2-1;18;113
b.b2-2-1;19;113
b.b2-2-1;20;113
b.b2-2-1;21;113
b.b2-2-1;22;113
b.b2-2-1;23;113
b.b2-2-1;24;113
b.b2-2-1;25;113
b.b3-2-1;1;115
b.b3-2-1;2;116
b.b3-2-1;3;116
b.b3-2-1;4;116
b.b3-2-1;5;116
b.b3-2-1;6;116
b.b3-2-1;7;116
b.b3-2-1;8;116
b.b3-2-1;9;116
b.b3-2-1;10;116
b.b3-2-1;11;116
b.b3-2-1;12;116
b.b3-2-1;13;116
b.b3-2-1;14;117
b.b3-2-1;15;117
b.b3-2-1;16;117
b.b3-2-1;17;117
b.b3-2-1;18;117
b.b3-2-1;19;117
b.b3-2-1;20;118
b.b3-2-1;21;118
b.b3-2-1;22;118
b.b3-2-1;23;118
b.b3-2-1;24;118
b.b3-2-1;25;118
b.b3-2-1;26;118
b.b3-2-1;27;118
b.b3-2-1;28;118
b.b3-2-1;29;118
b.m1-2-1;1;
b.m1-2-1;2;
b.m1-2-1;3;
b.m1-2-1;4;
b.m1-2-1;5;
b.m1-2-1;6;
b.m1-2-1;7;
b.m1-2-1;8;
b.m1-2-1;9;
b.m2-2-1;1;
b.m2-2-1;2;
b.m2-2-1;3;
b.m2-2-1;4;
b.m2-2-1;5;
b.m2-2-1;6;
b.m2-2-1;7;
b.m2-2-1;8;
b.m2-2-1;9;
b.m3-2-1;1;
b.m3-2-1;2;
b.m3-2-1;3;
b.m3-2-1;4;
b.m3-2-1;5;
b.m3-2-1;6;
b.m3-2-1;7;
b.m3-2-1;8;
b.m3-2-1;9;
b.m3-2-1;10;
b.m3-2-1;11;
b.m3-2-1;12;
b.m3-2-1;13;
b.m3-2-1;14;
b.m3-2-1;15;
b.m3-2-1;16;
b.m3-2-1;17;
b.m4-2-1;1;
b.m4-2-1;2;
b.m4-2-1;3;
b.m4-2-1;4;
b.m4-2-1;5;
b.m4-2-1;6;
b.m4-2-1;7;
b.m5-2-1;1;
b.m5-2-1;2;
b.m5-2-1;3;
b.m5-2-1;4;
b.m5-2-1;5;
b.m5-2-1;6;
b.m5-2-1;7;
b.m5-2-1;8;
b.m5-2-1;9;
b.m6-2-1;1;
b.m6-2-1;2;
b.m6-2-1;3;
b.m6-2-1;4;
b.m6-2-1;5;
b.m6-2-1;6;
b.m6-2-1;7;
b.m6-2-1;8;
b.m6-2-1;9;
b.m7-2-1;1;
b.m7-2-1;2;
b.m7-2-1;3;
b.m7-2-1;4;
b.m7-2-1;5;
b.m7-2-1;6;
b.m7-2-1;7;
b.m7-2-1;8;
b.m7-2-1;9;
b.l1-1-1;1;
b.l1-1-1;2;
b.l1-1-1;3;
b.l1-1-1;4;
b.l1-1-1;5;
b.l1-1-1;6;
b.l1-1-1;7;
b.l1-1-1;8;
b.l1-1-1;9;
b.l2-1-1;1;
b.l2-1-1;2;
b.l2-1-1;3;
b.l2-1-1;4;
b.l2-1-1;5;
b.l2-1-1;6;
b.l2-1-1;7;
b.l2-1-1;8;
